player_name,nationality,position,club,league,age,birth_year,primary_position,matches_played,matches_started,minutes_played,games_equivalent,goals,assists,goals_assists,nonpenalty_goals,penalty_goals,penalty_attempts,yellow_cards,red_cards,progressive_carries,progressive_passes,progressive_receptions,xg,npxg,xag,npxg_plus_xag,goals_assists_nopenalty,xg_plus_xag,xa,goals_vs_xg,npgoals_vs_xg,assists_vs_xag,shots,shots_on_target,freekick_shots,passes_completed,passes_attempted,pass_total_distance,pass_progressive_distance,key_passes,passes_final_third,passes_penalty_area,crosses_penalty_area,live_ball_passes,dead_ball_passes,freekick_passes,through_balls,switches,crosses,throw_ins,corner_kicks,inswing_corners,outswing_corners,straight_corners,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third,dribbles_challenged,dribbles_challenged_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_interceptions,clearances,errors_leading_to_shot,shot_creating_actions,sca_live_pass,sca_dead_pass,sca_takeons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creating_actions,touches,touches_own_box,touches_def_third,touches_mid_third,touches_att_third,touches_opp_box,live_ball_touches,dribbles_attempted,dribbles_successful,times_tackled_dribbling,carries,carry_progressive_distance,carries_final_third,carries_penalty_area,miscontrols,dispossessed,passes_received,second_yellow_cards,fouls_committed,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,recoveries,aerial_duels_won,aerial_duels_lost,goals_conceded,shots_on_target_faced,saves,gk_wins,gk_draws,gk_losses,clean_sheets,penalties_faced,penalties_scored_against,penalties_saved,penalties_missed_by_shooter,post_shot_xg,post_shot_xg_difference,gk_passes_completed,gk_passes_attempted,goal_kicks,gk_throws,crosses_faced,crosses_stopped,sweeper_actions,shot_accuracy_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,avg_shot_distance,npxg_per_shot,pass_completion_pct,tackle_success_pct,shot_creating_actions_per90,goal_creating_actions_per90,dribble_success_pct,tackled_while_dribbling_pct,aerial_duel_win_pct,goals_conceded_per90,save_pct,clean_sheet_pct,post_shot_xg_per_shot,psxg_difference_per90,gk_pass_completion_pct,long_pass_pct,avg_pass_length,cross_stop_pct,sweeper_actions_per90,avg_sweeper_distance,sufficient_minutes,goals+_per90,assists+_per90,shots+_per90,shots_on_target+_per90,key_passes+_per90,progressive_carries+_per90,progressive_passes+_per90,tackles+_per90,interceptions+_per90,clearances+_per90,xg+_per90,xag+_per90
Adam Aznou,ma MAR,DF,Valladolid,La Liga,18,2006,DF,15,10,893,9.899999999999999,0,0,0,0,0,0,1,0,16,26,28,0.3,0.3,0.3,0.6,0.0,0.06,0.4,-0.3,-0.3,-0.3,4,1,0,258,360,3838,1305,6,18,4,2,277,78,9,0,0,13,67,2,2,0,0,28,21,20,8,0,43,22,24,8,16,10,38,31,0,16,11,3,2,0,0,0,0,526,40,192,248,100,12,526,41,19,15,231,820,8,3,28,12,242,0,14,17,0,0,0,0,57,11,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,25.0,0.4021948488241881,0.0980963045912654,0.0,0.0,17.7,0.07,71.49708846584547,48.8,1.6087793952967524,0.0,46.3,36.6,71.90459126539753,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,0.4,0.1,0.61,1.62,2.63,2.83,1.01,3.13,0.03,0.03
Adam Dźwigała,pl POL,"DF,MF",St. Pauli,Bundesliga,28,1995,DF,16,2,373,4.1,0,0,0,0,0,0,2,1,1,14,4,0.4,0.4,0.0,0.4,0.0,0.09,0.1,-0.4,-0.4,0.0,6,0,0,173,212,2935,1208,0,11,1,0,185,26,8,1,0,3,16,0,0,0,0,20,10,13,6,1,16,5,6,1,5,4,24,28,0,5,5,0,0,0,0,0,0,280,30,106,138,36,6,280,2,1,1,110,164,0,0,2,2,152,0,5,3,0,0,0,0,13,13,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,1.45,0.0,0.0,,14.6,0.07,81.6,68.8,1.21,0.0,50.0,50.0,76.5,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,1.46,0.0,0.0,0.24,3.41,4.88,0.98,6.83,0.1,0.0
Adam Hložek,cz CZE,"FW,MF",Hoffenheim,Bundesliga,22,2002,FW,27,22,1871,20.8,8,4,12,8,0,0,2,0,54,68,102,5.6,5.6,3.5,9.1,0.58,0.44,3.2,2.4,2.4,0.5,59,24,1,348,508,5351,1301,20,37,19,4,493,12,0,1,1,20,4,0,0,0,0,22,10,7,8,7,20,9,13,1,12,4,26,20,0,57,41,1,7,4,4,0,10,761,20,73,334,367,114,761,64,33,27,429,1336,31,19,51,37,552,0,15,30,6,0,0,0,66,40,39,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,40.7,2.84,1.15,0.13999999999999999,0.33,17.3,0.1,68.5,55.0,2.7399999999999998,0.48,51.6,42.2,50.6,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.38,0.19,2.84,1.15,0.96,2.6,3.27,1.06,0.19,0.96,0.27,0.17
Adam Lallana,eng ENG,MF,Southampton,Premier League,36,1988,MF,14,5,361,4.0,0,2,2,0,0,0,4,0,6,24,10,0.2,0.2,0.9,1.1,0.5,0.27,0.5,-0.2,-0.2,1.1,3,0,0,221,260,2891,980,4,21,9,3,255,4,3,1,0,4,0,0,0,0,0,8,5,4,4,0,12,10,4,1,3,5,13,5,0,9,8,0,0,0,1,0,2,318,19,91,155,73,6,318,12,5,5,178,366,8,0,10,6,245,0,8,8,0,0,0,0,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.75,0.0,0.0,,18.1,0.06,85.0,16.7,2.24,0.5,41.7,41.7,50.0,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.5,0.75,0.0,1.0,1.5,6.0,2.0,1.25,1.25,0.05,0.22
Adam Marušić,me MNE,DF,Lazio,Serie A,31,1992,DF,35,26,2337,26.0,4,0,4,4,0,0,1,0,23,84,108,2.0,2.0,0.6,2.6,0.15,0.1,0.6,2.0,2.0,-0.6,23,10,0,1053,1240,16214,5156,13,72,16,9,1044,195,26,0,3,54,169,0,0,0,0,32,20,18,12,2,30,12,18,8,10,16,48,61,0,33,25,2,0,5,0,1,3,1433,76,410,697,341,31,1433,23,10,12,683,1263,27,0,12,13,926,0,20,14,2,0,0,1,83,29,26,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,43.5,0.8899999999999999,0.39,0.17,0.4,15.400000000000002,0.09,84.9,60.0,1.27,0.12,43.5,52.2,52.7,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.15,0.0,0.88,0.38,0.5,0.88,3.23,1.23,0.62,2.35,0.08,0.02
Adam Masina,ma MAR,DF,Torino,Serie A,30,1994,DF,28,20,1919,21.3,1,2,3,1,0,0,5,0,15,73,10,0.7,0.7,0.3,1.0,0.14,0.05,0.7,0.3,0.3,1.7,8,2,0,1066,1267,19972,7055,4,72,6,2,1198,66,27,1,8,14,25,0,0,0,0,33,15,22,10,1,40,17,28,15,13,27,60,95,2,21,17,0,2,0,1,1,4,1502,187,660,768,80,12,1502,12,6,6,853,2121,9,1,12,8,971,0,23,18,2,1,0,0,88,66,23,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,25.0,0.38,0.08999999999999998,0.13,0.5,14.6,0.08999999999999998,84.1,57.5,0.98,0.19,50.0,50.0,74.2,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.05,0.09,0.38,0.09,0.19,0.7,3.43,1.55,1.27,4.46,0.03,0.01
Adam Obert,sk SVK,DF,Cagliari,Serie A,21,2002,DF,21,13,1077,12.0,1,1,2,1,0,0,4,0,12,50,19,0.9,0.9,0.4,1.3,0.17,0.11,0.2,0.1,0.1,0.6,9,2,0,413,537,6894,2626,10,36,4,1,430,104,12,0,3,11,92,0,0,0,0,31,18,12,17,2,27,11,19,7,12,23,54,48,2,25,19,3,0,2,1,0,4,710,67,309,312,105,13,710,14,5,9,298,797,9,0,26,7,330,0,22,7,0,0,0,0,59,25,22,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,22.2,0.75,0.17,0.11,0.5,12.0,0.11,76.9,59.3,2.09,0.33,35.7,64.3,53.2,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.08,0.08,0.75,0.17,0.83,1.0,4.17,2.58,1.92,4.0,0.08,0.03
Adam Smith,eng ENG,DF,Bournemouth,Premier League,33,1991,DF,25,19,1590,17.7,0,0,0,0,0,0,7,0,15,49,34,0.7,0.7,0.4,1.1,0.0,0.06,0.7,-0.7,-0.7,-0.4,3,0,0,514,679,8452,2723,8,49,10,5,550,128,9,1,2,33,119,0,0,0,0,24,12,11,7,6,27,13,13,5,8,15,39,49,1,23,17,1,1,0,3,1,2,825,41,240,394,197,8,825,16,6,7,366,711,18,1,13,7,403,0,19,12,0,0,0,0,50,14,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.17,0.0,0.0,,16.9,0.22,75.7,51.9,1.3,0.11,37.5,43.8,48.3,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.0,0.0,0.17,0.0,0.45,0.85,2.77,1.36,0.85,2.77,0.04,0.02
Adam Webster,eng ENG,DF,Brighton,Premier League,29,1995,DF,14,11,887,9.9,0,0,0,0,0,0,1,0,8,63,2,0.2,0.2,0.5,0.7,0.0,0.08,0.3,-0.2,-0.2,-0.5,5,1,0,636,725,11765,4541,3,64,2,0,650,73,30,0,3,2,0,0,0,0,0,10,6,5,4,1,14,8,16,9,7,20,30,41,2,14,10,2,0,2,0,0,4,824,119,389,399,43,15,824,3,1,2,476,1475,6,0,5,1,552,0,7,2,1,0,1,0,35,24,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,20.0,0.51,0.1,0.0,0.0,10.8,0.05,87.7,42.9,1.42,0.41,33.3,66.7,80.0,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,0.51,0.1,0.3,0.81,6.36,1.01,2.02,4.14,0.02,0.05
Adam Wharton,eng ENG,MF,Crystal Palace,Premier League,20,2004,MF,20,16,1318,14.6,0,2,2,0,0,0,2,0,14,107,11,0.4,0.4,3.0,3.4,0.14,0.23,2.2,-0.4,-0.4,-1.0,13,5,0,548,725,10271,3780,26,78,18,5,678,40,14,5,1,39,0,26,19,1,0,34,14,14,16,4,44,27,11,2,9,20,54,27,0,59,45,11,0,2,0,1,6,872,30,204,463,212,11,872,10,2,8,430,1078,23,2,17,13,533,0,12,21,0,0,0,0,102,7,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,38.5,0.89,0.34,0.0,0.0,25.4,0.03,75.6,38.6,4.03,0.41,20.0,80.0,30.4,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.0,0.14,0.89,0.34,1.78,0.96,7.33,2.33,1.37,1.85,0.03,0.21
Adama Boiro,es ESP,"DF,FW",Athletic Club,La Liga,22,2002,DF,18,13,1101,12.2,0,0,0,0,0,0,3,0,25,46,36,0.3,0.3,0.5,0.7,0.0,0.06,0.6,-0.3,-0.3,-0.5,5,0,0,401,502,6196,1937,5,44,8,4,397,105,6,0,0,31,99,0,0,0,0,20,11,11,7,2,15,5,10,3,7,12,32,27,1,16,12,1,1,1,1,0,0,627,25,158,309,165,14,627,26,8,16,288,890,21,5,23,15,332,0,13,8,1,0,0,0,45,16,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.41,0.0,0.0,,14.4,0.05,79.9,66.7,1.31,0.0,30.800000000000004,61.5,64.0,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.0,0.0,0.41,0.0,0.41,2.05,3.77,1.64,0.98,2.21,0.02,0.04
Adama Traoré,es ESP,"FW,MF",Fulham,Premier League,28,1996,FW,36,18,1772,19.7,2,7,9,2,0,0,3,0,100,68,161,4.0,4.0,4.9,8.9,0.46,0.45,4.5,-2.0,-2.0,2.1,39,12,0,424,587,6645,1683,42,36,38,22,584,1,0,6,2,100,1,0,0,0,0,20,13,9,6,5,13,8,7,0,7,1,21,6,4,82,66,0,9,4,1,2,10,801,4,83,285,455,91,801,97,48,36,538,2486,45,33,37,25,607,0,24,32,1,0,0,0,87,25,26,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,30.8,1.98,0.61,0.05,0.17,14.2,0.1,72.2,38.5,4.16,0.51,49.5,37.1,49.0,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.1,0.36,1.98,0.61,2.13,5.08,3.45,1.02,0.05,0.3,0.2,0.25
Ademola Lookman,ng NGA,"MF,FW",Atalanta,Serie A,26,1997,MF,31,28,2247,25.0,15,5,20,14,1,1,4,0,142,73,316,10.3,9.5,7.1,16.7,0.76,0.7,7.9,4.7,4.5,-2.1,81,32,0,684,944,9662,2659,61,29,43,13,842,97,4,3,1,124,9,84,39,23,1,32,15,9,15,8,19,8,19,0,19,3,35,5,1,135,75,25,17,15,2,1,15,1274,1,68,400,824,199,1273,104,37,64,827,3170,70,81,72,51,974,0,31,20,26,0,0,0,69,17,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,39.5,3.24,1.28,0.17,0.44,14.700000000000001,0.12,72.5,57.9,5.41,0.6,35.6,61.5,56.7,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.6,0.2,3.24,1.28,2.44,5.68,2.92,1.28,0.12,0.2,0.41,0.28
Adnan Januzaj,be BEL,"MF,FW",Las Palmas,La Liga,29,1995,MF,18,5,598,6.6,2,1,3,2,0,0,5,0,24,41,58,0.8,0.8,1.1,1.9,0.45,0.29,1.6,1.2,1.2,-0.1,16,5,4,242,350,4610,1469,17,28,14,4,288,61,13,8,8,65,11,30,15,6,1,10,6,1,6,3,9,4,6,0,6,2,12,3,0,37,20,9,0,3,5,0,5,459,5,31,218,216,15,459,38,14,22,262,781,14,5,31,9,319,0,5,22,0,0,0,0,30,4,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,31.3,2.41,0.75,0.13,0.4,23.6,0.05,69.1,55.6,5.57,0.75,36.8,57.9,22.2,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.3,0.15,2.42,0.76,2.58,3.64,6.21,1.52,0.3,0.45,0.12,0.17
Ado Onaiwu,jp JPN,"MF,FW",Auxerre,Ligue 1,28,1995,MF,31,9,957,10.6,4,1,5,4,0,0,1,1,17,33,74,4.0,4.0,1.1,5.1,0.47,0.47,1.1,0.0,0.0,-0.1,23,14,0,241,329,3189,813,10,21,9,4,321,4,0,1,0,7,1,0,0,0,0,11,7,2,6,3,14,10,12,0,12,3,14,12,0,28,23,0,0,2,2,1,1,458,9,51,223,193,30,458,25,11,13,268,687,17,4,29,22,346,0,9,12,3,0,0,0,45,37,26,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,60.9,2.16,1.32,0.16999999999999998,0.29,13.9,0.18,73.3,28.6,2.63,0.09,44.0,52.0,58.7,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.38,0.09,2.17,1.32,0.94,1.6,3.11,1.04,0.28,1.13,0.38,0.1
Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,La Liga,32,1992,FW,35,18,1607,17.9,1,1,2,1,0,0,4,0,47,45,114,2.1,2.1,2.7,4.8,0.11,0.27,2.5,-1.1,-1.1,-1.7,37,12,2,383,599,6104,1485,20,23,17,10,527,69,20,4,2,114,11,35,20,9,0,41,20,17,17,7,47,29,18,1,17,13,54,14,2,46,28,10,1,1,6,0,2,847,17,104,333,433,44,847,56,20,30,467,1257,33,12,61,24,527,0,25,21,14,0,0,0,67,13,33,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,32.4,2.07,0.67,0.03,0.08,22.1,0.06,63.9,38.3,2.58,0.11,35.7,53.6,28.3,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.06,0.06,2.07,0.67,1.12,2.63,2.51,2.29,0.73,0.78,0.12,0.15
Adrian Baquerin,es ESP,FW,Valladolid,La Liga,17,2007,FW,5,0,49,0.5,0,0,0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,0.0,0.71,0.0,-0.4,-0.4,0.0,3,0,0,9,10,122,11,0,0,1,0,9,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,18,1,2,8,8,3,18,2,0,1,10,4,0,0,1,1,11,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,5.51,0.0,0.0,,11.0,0.13,90.0,,1.87,0.0,0.0,50.0,100.0,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.8,0.0
Adrian Beck,de GER,"MF,FW",Heidenheim,Bundesliga,27,1997,MF,32,18,1598,17.8,4,1,5,4,0,0,1,0,37,69,83,3.3,3.3,1.2,4.5,0.28,0.25,1.9,0.7,0.7,-0.2,39,13,0,581,725,9901,2258,21,53,18,4,671,53,3,0,4,32,14,17,10,6,0,36,17,18,12,6,35,23,31,2,29,9,45,17,0,56,37,4,10,4,1,0,4,962,23,184,502,296,53,962,75,40,30,553,1192,17,11,42,26,584,0,16,14,2,0,0,0,131,29,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,33.3,2.2,0.73,0.1,0.31,17.8,0.08,80.1,34.3,3.16,0.23,53.3,40.0,59.2,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.22,0.06,2.19,0.73,1.18,2.08,3.88,2.02,0.51,0.96,0.19,0.07
Adrian Benedyczak,pl POL,"FW,MF",Parma,Serie A,23,2000,FW,9,2,214,2.4,0,0,0,0,0,0,0,0,3,3,12,0.3,0.3,0.1,0.3,0.0,0.13,0.0,-0.3,-0.3,-0.1,3,0,0,35,52,577,144,2,2,0,0,50,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,0,0,8,0,3,3,0,0,0,0,0,0,79,7,17,35,27,4,79,2,0,2,44,80,2,0,5,3,60,0,4,5,1,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,1.26,0.0,0.0,,18.4,0.08,67.3,0.0,1.26,0.0,0.0,100.0,42.9,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,1.25,0.0,0.83,1.25,1.25,0.0,0.0,3.33,0.12,0.04
Adrian Bernabe,es ESP,MF,Parma,Serie A,23,2001,MF,21,18,1453,16.1,1,1,2,1,0,0,1,0,37,115,20,1.3,1.3,1.1,2.4,0.12,0.15,1.5,-0.3,-0.3,-0.1,27,5,7,823,984,15635,5378,22,103,17,4,880,102,63,5,14,29,2,22,11,5,0,29,18,16,9,4,32,18,22,9,13,7,36,26,1,58,45,6,1,2,4,0,4,1140,40,253,655,247,8,1140,33,15,13,738,2220,39,3,12,14,818,0,9,36,0,0,0,0,72,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,18.5,1.67,0.31,0.04,0.2,26.2,0.05,83.6,43.8,3.59,0.25,45.5,39.4,50.0,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.06,0.06,1.68,0.31,1.37,2.3,7.14,1.8,0.43,1.61,0.08,0.07
Adrian Niño,es ESP,FW,Atlético Madrid,La Liga,20,2004,FW,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,1,0.2,0.2,0.0,0.2,0.0,1.44,0.0,-0.2,-0.2,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,15.0,0.0,0.0,,13.9,0.10000000000000002,,,0.0,0.0,,,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Adrian Rodriguez,es ESP,GK,Alavés,La Liga,23,2000,GK,2,1,122,1.4,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19,50,1160,1084,0,1,0,0,13,37,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,58,45,55,3,0,0,58,0,0,0,19,61,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,2,6,4,0,1,0,1,1,1,0,0,1.5,-0.5,18,48,26,0,33,0,0,,0.0,0.0,,,,,38.0,0.0,0.0,0.0,,,,1.48,83.3,100.0,0.13,-0.36,37.5,92.3,56.3,0.0,0.0,9.8,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0
Adrien Rabiot,fr FRA,MF,Marseille,Ligue 1,29,1995,MF,29,27,2485,27.6,9,4,13,9,0,0,4,0,79,168,174,7.3,7.3,3.8,11.1,0.47,0.4,3.8,1.7,1.7,0.2,48,22,0,1309,1543,18021,4031,28,147,24,5,1508,32,19,6,0,40,11,0,0,0,0,49,31,17,21,11,32,13,21,2,19,21,70,32,0,66,53,0,5,6,2,0,11,1822,36,227,967,644,100,1822,50,26,23,1096,2815,52,16,52,31,1445,0,53,33,12,0,1,0,124,34,26,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,45.8,1.7399999999999998,0.8,0.19,0.41,13.2,0.15,84.8,59.4,2.39,0.4,52.0,46.0,56.7,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.33,0.14,1.74,0.8,1.01,2.86,6.09,1.78,0.76,1.16,0.26,0.14
Adrien Tameze,cm CMR,"MF,DF",Torino,Serie A,30,1994,MF,20,9,649,7.2,0,0,0,0,0,0,3,0,16,23,21,0.4,0.4,0.8,1.2,0.0,0.17,0.7,-0.4,-0.4,-0.8,7,3,0,259,301,4112,904,6,10,6,1,291,10,8,0,0,9,2,0,0,0,0,5,2,2,3,0,10,9,8,5,3,10,15,8,1,8,6,0,1,1,0,0,0,368,15,89,180,99,13,368,15,4,8,214,611,9,0,10,3,257,0,8,4,0,0,1,0,25,11,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,42.9,0.97,0.42,0.0,0.0,15.1,0.06,86.0,10.0,1.11,0.0,26.7,53.3,57.9,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,0.97,0.42,0.83,2.22,3.19,0.69,1.39,1.11,0.06,0.11
Adrien Thomasson,fr FRA,MF,Lens,Ligue 1,30,1993,MF,33,31,2615,29.1,3,7,10,3,0,0,7,0,30,149,138,5.9,5.9,6.0,11.9,0.34,0.41,5.2,-2.9,-2.9,1.0,41,11,0,1318,1612,20594,5103,56,99,29,7,1539,68,36,4,9,58,8,24,8,13,0,90,47,42,25,23,95,43,48,3,45,19,109,28,2,109,85,9,0,8,3,4,11,1995,52,333,1028,650,112,1995,60,26,32,1056,2078,34,9,67,41,1361,0,51,48,7,0,1,0,206,17,45,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,26.8,1.41,0.38,0.07,0.27,14.3,0.15,81.8,54.7,3.75,0.38,43.3,53.3,27.4,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.1,0.24,1.41,0.38,1.92,1.03,5.12,3.09,0.65,0.96,0.2,0.21
Adrien Truffert,fr FRA,"DF,MF",Rennes,Ligue 1,22,2001,DF,33,31,2752,30.6,2,2,4,2,0,0,3,0,69,104,243,2.4,2.3,3.2,5.5,0.13,0.18,4.0,-0.4,-0.3,-1.2,23,10,0,1263,1601,19719,6114,39,56,39,20,1312,283,27,1,3,145,218,38,11,19,0,61,36,27,21,13,48,16,44,6,38,27,88,56,1,76,53,12,2,5,3,1,8,1906,71,455,791,674,57,1906,44,16,22,971,2605,45,15,36,25,1186,0,25,34,4,0,0,0,139,27,27,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,43.5,0.75,0.33,0.09,0.19999999999999998,19.7,0.09999999999999999,78.9,66.7,2.49,0.26,36.4,50.0,50.0,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.07,0.07,0.75,0.33,1.27,2.25,3.4,1.99,0.88,1.83,0.08,0.1
Adrià Altimira,es ESP,"DF,FW",Leganés,La Liga,23,2001,DF,22,19,1630,18.1,0,0,0,0,0,0,6,0,23,42,69,0.3,0.3,0.5,0.8,0.0,0.04,0.7,-0.3,-0.3,-0.5,7,2,0,483,615,7731,2148,11,34,10,2,516,97,4,2,3,28,93,0,0,0,0,41,24,26,12,3,40,16,15,6,9,15,56,54,2,21,14,1,1,0,5,0,1,826,57,248,380,209,8,826,31,10,12,370,1049,23,4,28,7,432,0,27,28,3,0,1,0,71,12,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,28.6,0.39,0.11,0.0,0.0,24.1,0.04,78.5,60.0,1.16,0.06,32.3,38.7,38.7,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.0,0.0,0.39,0.11,0.61,1.27,2.32,2.27,0.83,2.98,0.02,0.03
Adrià Pedrosa,es ESP,DF,Sevilla,La Liga,26,1998,DF,31,27,2298,25.5,1,1,2,1,0,0,7,0,41,79,96,0.9,0.9,1.6,2.5,0.08,0.1,1.7,0.1,0.1,-0.6,24,7,0,886,1196,15011,5325,20,66,22,10,940,250,37,1,9,97,203,10,6,3,0,56,32,34,16,6,54,23,43,11,32,24,80,85,0,47,31,8,4,3,1,0,4,1526,90,533,634,373,21,1526,37,17,18,617,1832,49,6,37,15,826,0,38,19,3,0,0,0,100,11,28,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,29.199999999999996,0.94,0.27,0.04,0.14,24.5,0.04,74.1,57.39999999999999,1.8400000000000003,0.16,45.9,48.6,28.2,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.04,0.04,0.94,0.27,0.78,1.61,3.1,2.2,0.94,3.33,0.04,0.06
Adrián,es ESP,GK,Betis,La Liga,37,1987,GK,19,19,1710,19.0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,474,619,12206,8309,0,4,0,0,453,163,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,658,568,657,1,0,0,658,0,0,0,390,1161,0,0,1,0,299,0,0,4,0,0,0,0,20,2,1,27,76,49,10,5,4,3,1,1,0,0,26.0,-1.0,58,178,507,91,257,14,16,,0.0,0.0,,,,,76.6,0.0,0.0,0.0,,,66.7,1.42,65.8,15.8,0.33,-0.05,32.6,28.0,31.2,5.4,0.84,11.7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0
